策略,日期,时段序号,时间标签,电价_元每kWh,实际负荷_kWh,实际光伏_kWh,计划购电量_kWh,调整后购电量_kWh,上调量_kWh,下调量_kWh,充电量_kWh,放电量_kWh,期末SOC_kWh,紧急购电量_kWh,剩余电量_kWh,计划购电费_元,调整成本_元,紧急购电费_元,总成本_元,期初SOC_kWh
方法D_动态分位数加小时滚动,2025-03-21,101,17:00:00,0.9264,454.12166666666667,268.78749999999997,324.58145833333333,178.1718198972438,0.0,146.40963843608952,0.0,0.0,10708.194921834162,7.162346769422925,0.0,300.692263,-67.81694452359666,33.175990235966985,266.05130871237037,10708.194921834162
方法D_动态分位数加小时滚动,2025-03-21,102,17:10:00,0.9462,419.16615,211.97548333333333,369.48192500000005,0.0,0.0,369.48192500000005,0.0,177.37222291666671,10511.114674148976,29.81844374999997,0.0,349.60379743500005,-174.80189871750002,141.07105738124986,315.8729560987499,10708.194921834162
方法D_动态分位数加小时滚动,2025-03-21,103,17:20:00,0.9742,428.21365,164.18721666666664,411.7771833333333,0.0,0.0,411.7771833333333,0.0,224.93042698959545,10261.191977493869,39.09600634373788,0.0,401.1533320033333,-200.57666600166664,190.4366469003472,391.0133129020138,10511.114674148976
方法D_动态分位数加小时滚动,2025-03-21,104,17:30:00,0.9862,441.67833333333334,120.45,424.89812499999994,0.0,0.0,424.89812499999994,0.0,243.170133245413,9991.002940554521,78.05820008792034,0.0,419.0345308749999,-209.51726543749996,384.9049846335352,594.4222500710351,10261.191977493869
方法D_动态分位数加小时滚动,2025-03-21,105,17:40:00,0.976,445.5400833333333,73.47745,432.35974999999996,0.0,0.0,432.35974999999996,0.0,255.61029160212593,9706.991505441049,116.45234173120741,0.0,421.98311599999994,-210.99155799999997,568.2874276482921,779.2789856482921,9991.002940554521
方法D_动态分位数加小时滚动,2025-03-21,106,17:50:00,1.0742,444.05315,28.8115,0.0,0.0,0.0,0.0,0.0,273.5547354343379,9403.041799402896,141.6869145656621,0.0,0.0,0.0,761.0004181321713,761.0004181321713,9706.991505441049
方法D_动态分位数加小时滚动,2025-03-21,107,18:00:00,1.2313,445.2883333333333,0.0,0.0,0.0,0.0,0.0,0.0,294.6396762043886,9075.664381398019,150.6486571289447,0.0,0.0,0.0,927.4684576143482,927.4684576143482,9403.041799402896
方法D_动态分位数加小时滚动,2025-03-21,108,18:10:00,1.2561,452.2605166666666,0.0,0.0,0.0,0.0,0.0,0.0,324.4509805555556,8715.163291891846,127.80953611111102,0.0,0.0,0.0,802.7077915458327,802.7077915458327,9075.664381398019
方法D_动态分位数加小时滚动,2025-03-21,109,18:20:00,1.2447,450.48769999999996,0.9997333333333334,0.0,0.0,0.0,0.0,0.0,318.42355310160997,8361.359344001168,131.06441356505667,0.0,0.0,0.0,815.6793778221302,815.6793778221302,8715.163291891846
方法D_动态分位数加小时滚动,2025-03-21,110,18:30:00,1.2545,435.71000000000004,0.0,0.0,0.0,0.0,0.0,0.0,323.24614897141294,8002.196956255154,112.4638510285871,0.0,0.0,0.0,705.4295055768126,705.4295055768126,8361.359344001168
方法D_动态分位数加小时滚动,2025-03-21,111,18:40:00,1.2522,423.5798,0.0,0.0,0.0,0.0,0.0,0.0,321.89192591957874,7644.539260788955,101.68787408042124,0.0,0.0,0.0,636.6677796175173,636.6677796175173,8002.196956255154
方法D_动态分位数加小时滚动,2025-03-21,112,18:50:00,1.2881,448.0878333333333,0.07178333333333334,0.0,0.0,0.0,0.0,0.0,328.8612274517733,7279.137896953652,119.15482254822672,0.0,0.0,0.0,767.4166346218542,767.4166346218542,7644.539260788955
方法D_动态分位数加小时滚动,2025-03-21,113,19:00:00,1.3466,480.57833333333326,0.0,0.0,0.0,0.0,0.0,0.0,340.9739764798108,6900.277923087196,139.60435685352246,0.0,0.0,0.0,939.9561346947668,939.9561346947668,7279.137896953652
方法D_动态分位数加小时滚动,2025-03-21,114,19:10:00,1.3523,457.1183,0.0,0.0,0.0,0.0,0.0,0.0,411.0823041666667,6443.519807346454,46.03599583333329,0.0,0.0,0.0,311.27238582708304,311.27238582708304,6900.277923087196
方法D_动态分位数加小时滚动,2025-03-21,115,19:20:00,1.3445,438.2265,0.00515,0.0,0.0,0.0,0.0,0.0,400.8408680698948,5998.141065046571,37.38048193010519,0.0,0.0,0.0,251.29028977513215,251.29028977513215,6443.519807346454
方法D_动态分位数加小时滚动,2025-03-21,116,19:30:00,1.3483,454.32666666666665,0.0,0.0,0.0,0.0,0.0,0.0,385.9586171810242,5569.298157067656,68.36804948564247,0.0,0.0,0.0,460.90320560745874,460.90320560745874,5998.141065046571
方法D_动态分位数加小时滚动,2025-03-21,117,19:40:00,1.349,477.2536333333333,0.0,0.0,0.0,0.0,0.0,0.0,408.2788188589149,5115.655025002195,68.9748144744184,0.0,0.0,0.0,465.23512362995206,465.23512362995206,5569.298157067656
方法D_动态分位数加小时滚动,2025-03-21,118,19:50:00,1.3473,492.04021666666665,0.00036666666666666667,0.0,0.0,0.0,0.0,0.0,415.5894414723814,4653.888978921771,76.4504085276186,0.0,0.0,0.0,515.0081770463026,515.0081770463026,5115.655025002195
方法D_动态分位数加小时滚动,2025-03-21,119,20:00:00,1.3482,482.5516666666666,0.0,0.0,0.0,0.0,0.0,0.0,419.4232717240793,4187.863121450572,63.128394942587306,0.0,0.0,0.0,425.5485103079811,425.5485103079811,4653.888978921771
方法D_动态分位数加小时滚动,2025-03-21,120,20:10:00,1.3513,446.72555,0.0,0.0,0.0,0.0,0.0,0.0,458.5956777777777,3678.3123683641525,0.0,11.870127777777725,0.0,0.0,0.0,0.0,4187.863121450572
方法D_动态分位数加小时滚动,2025-03-21,121,20:20:00,1.34,454.9432166666666,0.0,0.0,0.0,0.0,0.0,0.0,463.51913907237326,3163.291102728182,0.0,8.575922405706649,0.0,0.0,0.0,0.0,3678.3123683641525
方法D_动态分位数加小时滚动,2025-03-21,122,20:30:00,1.3489,494.82499999999993,0.0,0.0,0.0,0.0,0.0,0.0,471.7953578698229,2639.074038428379,23.029642130177024,0.0,0.0,0.0,155.32342134697893,155.32342134697893,3163.291102728182
方法D_动态分位数加小时滚动,2025-03-21,123,20:40:00,1.3952,483.5268166666666,0.0,0.0,0.0,0.0,0.0,0.0,475.99463409299847,2110.1911116583806,7.532182573668138,0.0,0.0,0.0,52.544505633908926,52.544505633908926,2639.074038428379
方法D_动态分位数加小时滚动,2025-03-21,124,20:50:00,1.2226,458.33371666666665,0.0,0.0,0.0,0.0,0.0,0.0,473.2331321642105,1584.3765203648134,0.0,14.899415497543828,0.0,0.0,0.0,0.0,2110.1911116583806
方法D_动态分位数加小时滚动,2025-03-21,125,21:00:00,0.9332,448.37166666666667,0.0,471.95,471.9496289424934,0.0,0.0003710575065838384,0.0,9.52776022712496,1573.7901201124523,0.0,33.10572250295172,440.42374,-0.000173135432572019,0.0,440.4235668645674,1584.3765203648134
方法D_动态分位数加小时滚动,2025-03-21,126,21:10:00,0.9068,445.5922166666667,0.0,471.1142583333333,471.1142583333333,0.0,0.0,0.0,12.093789583333319,1560.3525761309709,0.0,37.61583124999993,427.2064094566666,0.0,0.0,427.2064094566666,1573.7901201124523
方法D_动态分位数加小时滚动,2025-03-21,127,21:20:00,0.9371,450.55286666666666,0.0,474.21985833333326,474.21985833333326,0.0,0.0,0.0,11.762473894053073,1547.283160693134,0.0,35.42946556071968,444.3914292441666,0.0,0.0,444.3914292441666,1560.3525761309709
方法D_动态分位数加小时滚动,2025-03-21,128,21:30:00,0.9371,468.72333333333336,0.0,477.5983333333333,477.5983333333333,0.0,0.0,0.0,11.44023477132015,1534.5717887250005,0.0,20.315234771320092,447.55739816666664,0.0,0.0,447.55739816666664,1547.283160693134
方法D_动态分位数加小时滚动,2025-03-21,129,21:40:00,0.9871,491.0152166666667,0.0,405.48899166666666,324.37381957265904,0.0,81.11517209400762,0.0,173.84035398518907,1341.4158398525683,0.0,7.19895689118141,400.2581836741667,-40.03439318699746,0.0,360.2237904871692,1534.5717887250005
方法D_动态分位数加小时滚动,2025-03-21,130,21:50:00,0.7764,446.1972166666667,0.0,442.14803333333333,442.14803333333333,0.0,0.0,0.0,10.821998408446746,1329.3913971765164,0.0,6.772815075113385,343.28373308,0.0,0.0,343.28373308,1341.4158398525683
方法D_动态分位数加小时滚动,2025-03-21,131,22:00:00,0.4209,370.4316666666667,0.0,387.3433333333333,387.3433333333333,0.0,0.0,0.0,10.525524103401267,1317.6963703949596,0.0,27.4371907700679,163.032809,0.0,0.0,163.032809,1329.3913971765164
方法D_动态分位数加小时滚动,2025-03-21,132,22:10:00,0.3859,379.84864999999996,0.0,375.90115000000003,372.2724937500001,0.0,3.628656249999949,0.0,0.0,1317.6963703949596,7.576156249999883,0.0,145.06025378500001,-0.7001492234374902,14.618193484374775,158.97829804593732,1317.6963703949596
方法D_动态分位数加小时滚动,2025-03-21,133,22:20:00,0.4368,420.18748333333326,0.0,381.17700833333333,271.7210734507493,0.0,109.45593488258402,0.0,105.92668756791782,1200.0000508750509,42.53972231466611,0.0,166.49811724,-23.90517617835635,92.90675353523079,235.49969459687443,1317.6963703949596
方法D_动态分位数加小时滚动,2025-03-21,134,22:30:00,0.4198,428.68833333333333,0.0,390.3666666666667,386.93410492757147,0.0,3.432561739095206,0.0,0.0,1200.0000508750509,41.754228405761864,0.0,163.8759266666667,-0.7204947090360838,87.64212542369417,250.7975573813248,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,135,22:40:00,0.4186,397.2578166666666,0.0,392.2624,388.92387508457773,0.0,3.3385249154222834,0.0,0.0,1200.0000508750509,8.333941582088869,0.0,164.20104064000003,-0.6987532647978839,17.442939731312002,180.94522710651415,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,136,22:50:00,0.4241,390.7609333333333,0.0,392.5093416666666,389.26227738696247,0.0,3.247064279704148,0.0,0.0,1200.0000508750509,1.4986559463708318,0.0,166.4632118008333,-0.6885399805112645,3.1778999342793486,168.9525717546014,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,137,23:00:00,0.4237,402.99333333333334,0.0,395.6933333333333,392.5352240774085,0.0,3.158109255924842,0.0,0.0,1200.0000508750509,10.458109255924853,0.0,167.65526533333335,-0.6690454458676778,22.155504458676802,189.14172434614247,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,138,23:10:00,0.4248,376.56061666666665,0.0,404.50447499999996,406.573475,2.069000000000017,0.0,0.0,0.0,1200.0000508750509,0.0,30.012858333333327,171.83350098,1.3183668000000108,0.0,173.15186778,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,139,23:20:00,0.424,398.49354999999997,0.0,406.4093083333333,408.421626996487,2.012318663153735,0.0,0.0,0.0,1200.0000508750509,0.0,9.92807699648705,172.3175467333333,1.2798346697657754,0.0,173.59738140309906,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,140,23:30:00,0.422,445.205,0.0,411.34333333333336,413.30052347450146,1.9571901411680983,0.0,0.0,0.0,1200.0000508750509,31.904476525498524,0.0,173.5868866666667,1.2389013593594063,67.31844546880188,242.14423349482797,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,141,23:40:00,0.424,402.79061666666666,0.0,411.8162083333333,413.7197802272014,1.9035718938681043,0.0,0.0,0.0,1200.0000508750509,0.0,10.929163560534732,174.6100723333333,1.2106717245001144,0.0,175.82074405783342,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,142,23:50:00,0.4271,380.8200166666666,0.0,410.76709999999997,412.6185225464889,1.8514225464889478,0.0,0.0,0.0,1200.0000508750509,0.0,31.7985058798223,175.43862840999998,1.1861138544081444,0.0,176.62474226440813,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-21,143,0:00+1,0.4276,408.4316666666667,0.0,421.11,422.91067166109843,1.80067166109842,0.0,0.0,3.0196650869784847e-05,1200.0000173232165,0.0,14.47903519108263,180.066636,1.1549508034285265,0.0,181.22158680342852,1200.0000508750509
方法D_动态分位数加小时滚动,2025-03-22,0,00:10:00,0.4248,405.05203333333327,0.0,1254.0628916666665,1254.0628916666665,0.0,0.0,833.3333333333333,0.0,1950.0000173232165,0.0,15.677524999999946,532.72591638,0.0,0.0,532.72591638,1200.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,1,00:20:00,0.4245,400.8842833333333,0.0,1246.9469749999998,1246.9469749999998,0.0,0.0,833.3333333333333,0.0,2700.0000173232165,0.0,12.729358333333266,529.3289908874999,0.0,0.0,529.3289908874999,1950.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,2,00:30:00,0.4269,408.3433333333333,0.0,1245.9841666666666,1245.9841666666666,0.0,0.0,833.3333333333333,0.0,3450.0000173232165,0.0,4.307500000000118,531.91064075,0.0,0.0,531.91064075,2700.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,3,00:40:00,0.4272,404.73319999999995,0.0,1262.51665,1262.51665,0.0,0.0,833.3333333333333,0.0,4200.0000173232165,0.0,24.450116666666872,539.34711288,0.0,0.0,539.34711288,3450.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,4,00:50:00,0.4271,412.86106666666666,0.0,1266.947675,1266.947675,0.0,0.0,833.3333333333333,0.0,4950.0000173232165,0.0,20.75327500000003,541.1133519924999,0.0,0.0,541.1133519924999,4200.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,5,01:00:00,0.4285,420.8983333333333,0.0,1258.6791666666666,1258.6791666666666,0.0,0.0,833.3333333333333,0.0,5700.0000173232165,0.0,4.447499999999991,539.3440229166666,0.0,0.0,539.3440229166666,4950.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,6,01:10:00,0.4311,393.5677166666667,0.0,438.0084583333333,424.28091249999994,0.0,13.727545833333352,0.0,0.0,5700.0000173232165,0.0,30.71319583333326,188.82544638749997,-2.9589725043750037,0.0,185.86647388312497,5700.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,7,01:20:00,0.4302,385.4092833333333,0.0,434.41271666666665,421.0612441293468,0.0,13.351472537319864,0.0,0.0,5700.0000173232165,0.0,35.6519607960135,186.88435071,-2.871901742777503,0.0,184.0124489672225,5700.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,8,01:30:00,0.4279,417.0583333333333,0.0,1263.9283333333333,1250.9426313674398,0.0,12.98570196589344,833.3333333333333,0.0,6450.0000173232165,0.0,0.5509647007733065,540.8349338333334,-2.7782909356029015,0.0,538.0566428977305,5700.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,9,01:40:00,0.4312,451.0360833333333,0.0,430.7214,418.09144812947363,0.0,12.629951870526384,0.0,0.0,6450.0000173232165,32.94463520385966,0.0,185.72706768000003,-2.7230176232854886,71.02863349952143,254.03268355623595,6450.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,10,01:50:00,0.4333,447.0386833333333,0.0,436.3465083333333,424.06256059829536,0.0,12.283947735037941,0.0,0.0,6450.0000173232165,22.97612273503796,0.0,189.06894206083334,-2.66131727679597,49.77776990545974,236.1853946894971,6450.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,11,02:00:00,0.4311,413.59833333333336,0.0,439.4625,427.5150774362388,0.0,11.947422563761165,0.0,0.0,6450.0000173232165,0.0,13.916744102905454,189.45228375,-2.5752669336187193,0.0,186.87701681638129,6450.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,12,02:10:00,0.4293,397.09293333333335,0.0,828.4160547625654,678.3477061576814,0.0,150.06834860488402,243.214841574348,0.0,6668.89337474013,0.0,38.03993125000005,355.63901230956935,-32.212171028038355,0.0,323.426841281531,6450.0000173232165
方法D_动态分位数加小时滚动,2025-03-22,13,02:20:00,0.4324,399.8299833333333,0.0,453.4814666666666,438.5517103454028,0.0,14.929756321263824,0.0,0.0,6668.89337474013,0.0,38.72172701206949,196.08538618666665,-3.227813316657239,0.0,192.85757287000942,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,14,02:30:00,0.4367,417.4766666666667,0.0,455.20666666666665,440.6859188263494,0.0,14.520747840317256,0.0,0.0,6668.89337474013,0.0,23.209252159682705,198.78875133333332,-3.1706052909332727,0.0,195.61814604240004,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,15,02:40:00,0.4348,445.24694999999997,0.0,461.67043333333334,447.5474889727632,0.0,14.122944360570159,0.0,0.0,6668.89337474013,0.0,2.3005389727632064,200.73430441333335,-3.070328103987953,0.0,197.6639763093454,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,16,02:50:00,0.4335,457.8584833333333,0.0,463.45144999999997,449.7154110848444,0.0,13.736038915155575,0.0,0.0,6668.89337474013,8.14307224848892,0.0,200.90620357499998,-2.977286434859971,17.650109098599735,215.57902623873974,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,17,03:00:00,0.4357,447.0483333333333,0.0,474.47749999999996,461.11776705327526,0.0,13.359732946724705,0.0,0.0,6668.89337474013,0.0,14.06943371994197,206.72984674999998,-2.9104178224439767,0.0,203.819428927556,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,18,03:10:00,0.4374,429.53638333333333,0.0,477.2568583333333,452.5855694444444,0.0,24.67128888888891,0.0,0.0,6668.89337474013,0.0,23.049186111111055,208.75214983499998,-5.395610880000005,0.0,203.356538955,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,19,03:20:00,0.4371,431.43013333333334,0.0,472.14155,448.14614397043584,0.0,23.99540602956415,0.0,0.0,6668.89337474013,0.0,16.7160106371025,206.37307150499998,-5.244195987761245,0.0,201.12887551723873,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,20,03:30:00,0.4356,441.04499999999996,0.0,457.215,433.8769606654213,0.0,23.338039334578696,0.0,0.0,6668.89337474013,7.16803933457868,0.0,199.16285399999998,-5.08302496707124,15.611989670712363,209.6918187036411,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,21,03:40:00,0.4353,424.52088333333336,0.0,465.82096666666666,443.12228512273794,0.0,22.69868154392873,0.0,0.0,6668.89337474013,0.0,18.601401789404576,202.77186679000002,-4.940368038036088,0.0,197.83149875196392,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,22,03:50:00,0.436,417.17263333333335,0.0,483.39369166666665,461.3168523724034,0.0,22.076839294263266,0.0,0.0,6668.89337474013,0.0,44.14421903907004,210.75964956666667,-4.812750966149392,0.0,205.94689860051727,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,23,04:00:00,0.4378,433.2983333333333,0.0,485.9383333333333,464.4663005951547,0.0,21.472032738178598,0.0,0.0,6668.89337474013,0.0,31.16796726182139,212.74380233333332,-4.7002279663872955,0.0,208.04357436694602,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,24,04:10:00,0.4401,449.00783333333334,0.00045,485.07055833333334,446.82219583333335,0.0,38.248362499999985,0.0,0.0,6668.89337474013,2.1851874999999836,0.0,213.4795527225,-8.416552168124996,4.808505093749964,209.87150564812495,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,25,04:20:00,0.4389,444.26789999999994,0.0,478.0431,440.84257139013096,0.0,37.200528609869025,0.0,0.0,6668.89337474013,3.425328609868984,0.0,209.81311659,-8.163656003435758,7.5168836343574865,209.16634422092173,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,26,04:30:00,0.4364,437.15999999999997,0.0,471.5541666666667,435.37276598961324,0.0,36.18140067705343,0.0,0.0,6668.89337474013,1.787234010386726,0.0,205.78623833333333,-7.894781627733059,3.899744610663836,201.7912013162641,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,27,04:40:00,0.4393,461.7474833333333,0.006266666666666667,481.2478583333333,446.0576660464906,0.0,35.19019228684266,0.0,0.0,6668.89337474013,15.68355062017605,0.0,211.4121841658333,-7.729525735804991,34.448918937216696,238.131577367245,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,28,04:50:00,0.4422,471.8125166666667,0.0,490.0463,455.8201614312316,0.0,34.22613856876836,0.0,0.0,6668.89337474013,15.99235523543507,0.0,216.69847385999998,-7.567399237554684,35.35909742554694,244.49017204799222,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,29,05:00:00,0.4395,461.8566666666666,0.0,492.7133333333333,459.4248377269447,0.0,33.28849560638861,0.0,0.0,6668.89337474013,2.4318289397219246,0.0,216.54751,-7.315146909503897,5.343944095038929,214.576307185535,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,30,05:10:00,0.4333,470.3219833333333,0.08723333333333333,490.3058916666667,453.83983611111114,0.0,36.466055555555556,0.0,0.0,6668.89337474013,16.394913888888823,0.0,212.44954285916668,-7.900370936111112,35.519580940277635,240.0687528633332,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,31,05:20:00,0.4439,468.6152666666667,0.0,501.62595,466.1589011038932,0.0,35.4670488961068,0.0,0.0,6668.89337474013,2.456365562773499,0.0,222.671759205,-7.871911502490906,5.451903366575781,220.25175106908486,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,32,05:30:00,0.4301,455.66833333333335,0.0,513.9899999999999,479.49458945354195,0.0,34.49541054645795,0.0,0.0,6668.89337474013,0.0,23.826256120208598,221.06709899999996,-7.418238038015781,0.0,213.64886096198418,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,33,05:40:00,0.3713,462.3114333333333,1.2150333333333332,1339.6590083333333,913.1776563483998,0.0,426.48135198493355,440.40237208585125,0.0,7065.255509617396,0.0,11.678884262548479,497.4153897941667,-79.17626299600292,0.0,418.23912679816374,6668.89337474013
方法D_动态分位数加小时滚动,2025-03-22,34,05:50:00,0.5708,468.04194999999993,0.0,0.00043988475982814634,0.00017792806772379282,0.0,0.0002619566921043535,0.0,478.37361183168406,6533.729274248858,0.0,10.331839759751858,0.0002510862209099059,-7.47624399265825e-05,0.0,0.0001763237809833234,7065.255509617396
方法D_动态分位数加小时滚动,2025-03-22,35,06:00:00,0.9099,459.47499999999997,0.0,0.0,0.0,0.0,0.0,0.0,476.29185686305254,6004.516099956578,0.0,16.81685686305258,0.0,0.0,0.0,0.0,6533.729274248858
方法D_动态分位数加小时滚动,2025-03-22,36,06:10:00,0.9368,448.1833333333333,34.19906666666667,0.0,0.0,0.0,0.0,0.0,464.9181944444444,5487.940328351639,0.0,50.9339277777778,0.0,0.0,0.0,0.0,6004.516099956578
方法D_动态分位数加小时滚动,2025-03-22,37,06:20:00,0.8758,461.36685,83.03144999999999,0.0,0.0,0.0,0.0,0.0,471.2503409520877,4964.328838404876,0.0,92.9149409520877,0.0,0.0,0.0,0.0,5487.940328351639
方法D_动态分位数加小时滚动,2025-03-22,38,06:30:00,0.8759,474.77666666666664,131.5375,0.0,0.0,0.0,0.0,0.0,474.66752484162106,4436.920477469741,0.0,131.42835817495438,0.0,0.0,0.0,0.0,4964.328838404876
方法D_动态分位数加小时滚动,2025-03-22,39,06:40:00,0.8601,445.2213333333333,178.2065333333333,0.0,0.0,0.0,0.0,0.0,424.9408424175682,3964.763985894665,0.0,157.92604241756828,0.0,0.0,0.0,0.0,4436.920477469741
方法D_动态分位数加小时滚动,2025-03-22,40,06:50:00,0.8442,468.30168333333336,227.78933333333333,0.0,0.0,0.0,0.0,0.0,408.6299702239382,3510.730685645845,0.0,168.11762022393816,0.0,0.0,0.0,0.0,3964.763985894665
方法D_动态分位数加小时滚动,2025-03-22,41,07:00:00,0.8334,539.3233333333333,281.9375,0.0,0.0,0.0,0.0,0.0,444.60466558557505,3016.725501661873,0.0,187.21883225224178,0.0,0.0,0.0,0.0,3510.730685645845
方法D_动态分位数加小时滚动,2025-03-22,42,07:10:00,0.8092,552.4073999999999,338.01505,0.0,0.0,0.0,0.0,0.0,311.39961041666663,2670.725934532243,0.0,97.00726041666667,0.0,0.0,0.0,0.0,3016.725501661873
方法D_动态分位数加小时滚动,2025-03-22,43,07:20:00,0.7972,538.0065666666667,394.19166666666666,0.0,5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,255.44865463334963,2386.8940960507434,0.0,111.63375463334967,0.0,6.797336027375422e-14,0.0,6.797336027375422e-14,2670.725934532243
方法D_动态分位数加小时滚动,2025-03-22,44,07:30:00,0.7644,531.9533333333333,444.74375,0.0,5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,222.1043993339399,2140.1114301241437,0.0,134.89481600060674,0.0,6.517666406580246e-14,0.0,6.517666406580246e-14,2386.8940960507434
方法D_动态分位数加小时滚动,2025-03-22,45,07:40:00,0.6899,534.00045,485.17196666666666,5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,0.0,148.29445761317902,1975.3398105539447,0.0,99.4659742798458,3.921627467207145e-14,0.0,0.0,3.921627467207145e-14,2140.1114301241437
方法D_动态分位数加小时滚动,2025-03-22,46,07:50:00,0.86,522.3355333333333,531.2488999999999,0.0,0.0,0.0,0.0,0.0,84.10008467647322,1881.89527202453,0.0,93.01345134313988,0.0,0.0,0.0,0.0,1975.3398105539447
方法D_动态分位数加小时滚动,2025-03-22,47,08:00:00,1.1617,515.1583333333333,576.4812499999999,0.0,5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,52.67450442580184,1823.3680448847501,0.0,113.99742109246858,0.0,9.905249953590101e-14,0.0,9.905249953590101e-14,1881.89527202453
方法D_动态分位数加小时滚动,2025-03-22,48,08:10:00,1.1683,547.9785166666666,603.48345,5.684341886080802e-14,5.684341886080802e-14,0.0,0.0,2.5263741715914674e-13,0.0,1823.3680448847504,0.0,55.50493333333313,6.6410166255082e-14,0.0,0.0,6.6410166255082e-14,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,49,08:20:00,1.0956,549.27195,657.6467333333333,0.0,0.0,0.0,0.0,-2.5263741715914674e-13,0.0,1823.3680448847501,0.0,108.37478333333357,0.0,0.0,0.0,0.0,1823.3680448847504
方法D_动态分位数加小时滚动,2025-03-22,50,08:30:00,1.0849,511.5566666666667,728.19375,0.0,0.0,0.0,0.0,0.0,0.0,1823.3680448847501,0.0,216.63708333333335,0.0,0.0,0.0,0.0,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,51,08:40:00,1.061,512.2501,755.4684666666667,0.0,0.0,0.0,0.0,0.0,0.0,1823.3680448847501,0.0,243.21836666666672,0.0,0.0,0.0,0.0,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,52,08:50:00,1.043,598.2109499999999,772.1406666666667,0.0,0.0,0.0,0.0,0.0,0.0,1823.3680448847501,0.0,173.92971666666676,0.0,0.0,0.0,0.0,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,53,09:00:00,1.036,694.5166666666667,816.2375,0.0,0.0,0.0,0.0,0.0,0.0,1823.3680448847501,0.0,121.7208333333333,0.0,0.0,0.0,0.0,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,54,09:10:00,1.0147,672.4147333333333,892.1261666666666,0.0,0.0,0.0,0.0,0.0,0.0,1823.3680448847501,0.0,219.71143333333328,0.0,0.0,0.0,0.0,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,55,09:20:00,0.9922,635.6066,945.7011666666667,0.0,0.0,0.0,0.0,274.023025342824,0.0,2069.9887676932917,0.0,36.07154132384278,0.0,0.0,0.0,0.0,1823.3680448847501
方法D_动态分位数加小时滚动,2025-03-22,56,09:30:00,0.97,638.42,956.175,0.0,0.0,0.0,0.0,0.0,0.0,2069.9887676932917,0.0,317.755,0.0,0.0,0.0,0.0,2069.9887676932917
方法D_动态分位数加小时滚动,2025-03-22,57,09:40:00,0.9422,638.4952166666667,953.5883166666667,0.0,0.0,0.0,0.0,0.0,0.0,2069.9887676932917,0.0,315.09310000000005,0.0,0.0,0.0,0.0,2069.9887676932917
