企业代号,企业名称,CORAL平均违约风险,预测不确定性,修正违约风险,预测信誉评级,是否放贷,贷款额度_万元,贷款年利率,客户流失率,预期损失_万元,预期净收益_万元
E303,***图书发行有限公司,0.48730804266944966,0.11626416567658433,0.5105608758047665,C,是,10,0.15,0.895164738662031,0.3211486970636103,-0.24418297932255933
E210,***建筑工程有限公司,0.4881133547502741,0.12777849450739034,0.5136690536517522,C,是,10,0.15,0.895164738662031,0.3231037768848521,-0.24662682909911152
E421,***保温材料有限公司,0.4690110843172353,0.22646247651516818,0.514303579620269,C,是,10,0.15,0.895164738662031,0.3235029010592632,-0.24712573431712545
E332,***商贸有限公司,0.4901980203801656,0.12356618644827563,0.5149112576698207,C,是,10,0.15,0.895164738662031,0.3238851375820679,-0.24760352997063123
E374,***建材经营部,0.46545460822171114,0.25715355610566704,0.5168853194428445,C,是,10,0.15,0.895164738662031,0.3251268452733013,-0.24915566458467314
E378,***商贸有限公司,0.4889839569893678,0.15838352915323742,0.5206606628200153,C,是,10,0.15,0.895164738662031,0.3275015799308189,-0.25212408290657007
E254,***设备安装工程有限公司,0.4973397997360046,0.11741801597876862,0.5208234029317583,C,是,10,0.15,0.895164738662031,0.3276039453436874,-0.25225203967265575
E295,***电器设备制造有限公司,0.5010525348780737,0.11160415431137995,0.5233733657403496,C,是,10,0.15,0.895164738662031,0.32920790144833206,-0.25425698480346154
E251,***医疗器械有限责任公司,0.49354664165238893,0.15731247773176588,0.5250091371987421,C,是,10,0.15,0.895164738662031,0.33023682061831067,-0.2555431337659348
E300,***建设工程有限公司,0.49343764172218557,0.17392428415430664,0.5282224985530469,C,是,10,0.15,0.895164738662031,0.33225806208242187,-0.25806968559607385
E420,***康药房,0.5013889148953269,0.16612959103203667,0.5346148331017342,C,是,10,0.15,0.895164738662031,0.33627891446025004,-0.263095751068359
E367,***电子商务有限公司,0.49776990991745046,0.18994778671674464,0.5357594672607994,C,是,10,0.15,0.895164738662031,0.33699890258746185,-0.2639957362273737
E274,***建筑劳务有限公司,0.5009399882740515,0.18104374683427923,0.5371487376409073,C,是,10,0.15,0.895164738662031,0.33787276972766817,-0.2650880701526316
E354,***广告有限公司,0.5132204795288497,0.13293494334564318,0.5398074681979784,C,是,10,0.15,0.895164738662031,0.3395451420043349,-0.26717853549846504
E284,***成焊科技有限公司,0.5146025358672239,0.12612354996237546,0.539827245859699,C,是,10,0.15,0.895164738662031,0.3395575823823457,-0.2671940859709785
E309,个体经营E309 ,0.5192962194534546,0.1096721101729307,0.5412306414880408,C,是,10,0.15,0.895164738662031,0.3404403344670924,-0.26829752607691193
E319,个体经营E319 ,0.5230975425918969,0.119043242204675,0.5469061910328319,C,是,10,0.15,0.895164738662031,0.34401032078568095,-0.27276000897514757
E315,***轮胎有限公司,0.5252411104838075,0.11107601061622,0.5474563126070515,C,是,10,0.15,0.895164738662031,0.34435635361968675,-0.27319255001765486
E334,***机械科技有限公司,0.5248976214403877,0.1580712290858926,0.5565118672575662,C,是,10,0.15,0.895164738662031,0.3500524022497686,-0.2803126108052571
E241,个体经营E241 ,0.5348746480773244,0.11868201171007915,0.5586110504193402,C,是,10,0.15,0.895164738662031,0.3513728127419336,-0.2819631239204635
E268,***建筑劳务有限公司,0.5438838329506258,0.09407777126022676,0.5626993872026712,C,是,10,0.15,0.895164738662031,0.35394442387264247,-0.2851776378338495
E422,***童装店,0.5239675532075716,0.19925179041911267,0.5638179112913941,C,是,10,0.15,0.895164738662031,0.35464798846356693,-0.2860570935725051
E262,个体经营E262 ,0.5480910884379959,0.08252919949333525,0.564596928336663,C,是,10,0.15,0.895164738662031,0.3551379991967319,-0.2866696069889613
E387,***农副产品经营部,0.5160176696564266,0.24928476374097375,0.5658746224046214,C,是,10,0.15,0.895164738662031,0.35594168354587824,-0.2876742124253942
E297,***建筑机械租赁有限公司,0.5297075643022635,0.19105661727353984,0.5679188877569715,C,是,10,0.15,0.895164738662031,0.3572275501006249,-0.2892815456188275
E416,***科技有限公司,0.5255717035780281,0.24401356742640531,0.5743744170633092,C,是,10,0.15,0.895164738662031,0.3612881527120539,-0.2943572988831138
E381,***通信网络工程有限公司,0.5463310113770306,0.14061011179813157,0.5744530337366569,C,是,10,0.15,0.895164738662031,0.3613376035090295,-0.2944191123793332
E351,***文化传播有限公司,0.538990021867481,0.19090050295918207,0.5771701224593174,C,是,10,0.15,0.895164738662031,0.3630466837469409,-0.2965554626767225
E391,***五金店,0.5510156205784298,0.1516937037153519,0.5813543613215002,C,是,10,0.15,0.895164738662031,0.3656786183946454,-0.2998453809863531
E240,个体经营E240 ,0.5302913778298961,0.2738339095648186,0.5850581597428598,C,是,10,0.15,0.895164738662031,0.3680083504473237,-0.302757546052201
E263,***通信工程有限公司,0.5692934789436715,0.07938289595672428,0.5851700581350164,C,是,10,0.15,0.895164738662031,0.36807873583043393,-0.3028455277810888
E411,***机电设备有限公司,0.5638562472420344,0.16272547354156136,0.5964013419503467,C,是,10,0.15,0.895164738662031,0.3751433432740802,-0.31167628708564676
E423,***通风设备有限公司,0.5725352979951763,0.153417420616022,0.6032187821183808,C,是,10,0.15,0.895164738662031,0.3794315920041112,-0.31703659799818534
E244,个体经营E244 ,0.5852181795089775,0.09338639602292885,0.6038954587135632,C,是,10,0.15,0.895164738662031,0.3798572294102946,-0.3175686447559146
E290,***机电有限公司,0.587488269224578,0.1056416880557727,0.6086166068357325,C,是,10,0.15,0.895164738662031,0.38282688619351185,-0.3212807157349363
E317,***科技有限公司,0.5819910831209347,0.13850008463185182,0.6096911000473051,C,是,10,0.15,0.895164738662031,0.38350275485335844,-0.32212555155974437
E337,个体经营E337 ,0.5887020500482947,0.1116833043524949,0.6110387109187937,C,是,10,0.15,0.895164738662031,0.38435041768072475,-0.32318513009395244
E364,***电子有限公司,0.5909612083850468,0.10846129798292238,0.6126534679816313,C,是,10,0.15,0.895164738662031,0.3853661185528043,-0.32445475618405173
E257,***门窗安装有限公司,0.592480268714629,0.10822644541352502,0.614125557797334,C,是,10,0.15,0.895164738662031,0.3862920800760572,-0.32561220808811786
E392,***科技有限公司,0.5942748870646057,0.11745133582698768,0.6177651542300033,C,是,10,0.15,0.895164738662031,0.3885814283351589,-0.3284738934119951
E333,***房地产营销策划有限公司,0.5932231886212059,0.12788497211157543,0.618800183043521,C,是,10,0.15,0.895164738662031,0.3892324734321037,-0.32928769978317596
E285,个体经营E285 ,0.6005985185574841,0.10580585664868793,0.6217596898872217,C,是,10,0.15,0.895164738662031,0.3910940374724489,-0.33161465483360764
E279,***环保包装有限公司,0.587806468956793,0.17000049571841458,0.621806568100476,C,是,10,0.15,0.895164738662031,0.3911235244108743,-0.33165151350663935
E247,***石化有限公司,0.5983505511450511,0.1237507224400277,0.6231006956330566,C,是,10,0.15,0.895164738662031,0.3919375455993708,-0.33266903999225994
E339,***居益卫浴家俬厂,0.5987545342503532,0.1343106807721123,0.6256166704047756,C,是,10,0.15,0.895164738662031,0.3935201228356482,-0.3346472615376067
E335,***挖掘机租赁经营部,0.5945223774129568,0.18094269464240573,0.6307109163414379,C,是,10,0.15,0.895164738662031,0.3967244624601875,-0.3386526860682808
E409,***塑胶有限公司,0.5994427761773732,0.16449134469243984,0.6323410451158612,C,是,10,0.15,0.895164738662031,0.3977498323166747,-0.33993439838888984
E287,***鞋材有限公司,0.6069559080573022,0.1273241680501437,0.6324207416673309,C,是,10,0.15,0.895164738662031,0.39779996236948106,-0.33999706095489773
E316,个体经营E316 ,0.6142329369726003,0.1104039981936547,0.6363137366113312,C,是,10,0.15,0.895164738662031,0.400248701223531,-0.3430579845224602
E275,***网络工程有限公司,0.6116872383185057,0.16624918361022395,0.6449370750405505,C,是,10,0.15,0.895164738662031,0.4056728808505288,-0.34983820905620744
E350,***演艺设备有限公司,0.618852084678367,0.13393688492377534,0.6456394616631221,C,是,10,0.15,0.895164738662031,0.4061146901613544,-0.3503904706947394
E356,***建材装饰部,0.5952033583447234,0.2526067457469415,0.6457247074941117,C,是,10,0.15,0.895164738662031,0.40616831077517296,-0.35045749646201263
E278,***贸易有限公司,0.6313581537035378,0.09953155933727455,0.6512644655709927,C,是,10,0.15,0.895164738662031,0.4096528826896066,-0.3548132113550546
E296,***装饰设计工程有限公司,0.6231091528137291,0.1510957208790093,0.653328296989531,C,是,10,0.15,0.895164738662031,0.41095105652632646,-0.35643592865095447
E277,***消防设备制造有限公司,0.626982778033933,0.15631991057012015,0.658246760147957,C,是,10,0.15,0.895164738662031,0.41404482674989507,-0.36030314143041525
E264,个体经营E264 ,0.5950672488601865,0.332832892577651,0.6616338273757166,C,是,10,0.15,0.895164738662031,0.4161753312178437,-0.36296627201535114
E307,***通信工程有限公司,0.621567917869946,0.20122754262477602,0.6618134263949013,C,是,10,0.15,0.895164738662031,0.41628830107851733,-0.36310748434119305
E267,***林园艺场,0.6399819934421311,0.12284601393397872,0.6645511962289269,C,是,10,0.15,0.895164738662031,0.418010389974717,-0.3652600954614427
E320,***建筑设计有限公司,0.6298493670168643,0.18101322956028457,0.6660520129289212,C,是,10,0.15,0.895164738662031,0.41895442104050284,-0.36644013429367495
E329,***园艺有限责任公司,0.645489525747045,0.12222414559264637,0.6699343548655743,D,否,0,0.15,0.895164738662031,0.0,-0.0
E327,个体经营E327 ,0.6396545356302237,0.1544417259259656,0.6705428808154168,D,否,0,0.15,0.895164738662031,0.0,-0.0
E338,***商贸有限公司,0.6537020860186581,0.09607734900145326,0.6729175558189487,D,否,0,0.15,0.895164738662031,0.0,-0.0
E400,***办公用品经营部,0.6396439593893426,0.16684156861462354,0.6730122731122673,D,否,0,0.15,0.895164738662031,0.0,-0.0
E218,***建设工程有限公司,0.643563352392253,0.15353512220151286,0.6742703768325556,D,否,0,0.15,0.895164738662031,0.0,-0.0
E372,***汽车维修有限责任公司,0.6569595526009977,0.11164794901366716,0.6792891424037312,D,否,0,0.15,0.895164738662031,0.0,-0.0
E345,***科技有限公司,0.6594704319458321,0.10482729295353682,0.6804358905365395,D,否,0,0.15,0.895164738662031,0.0,-0.0
E326,***包装材料有限公司,0.6609788761361061,0.11642124099337106,0.6842631243347803,D,否,0,0.15,0.895164738662031,0.0,-0.0
E373,个体经营E373 ,0.6553215725193053,0.16029745807728918,0.6873810641347632,D,否,0,0.15,0.895164738662031,0.0,-0.0
E353,***税务师事务所有限公司,0.6660907242721036,0.11427969508792733,0.688946663289689,D,否,0,0.15,0.895164738662031,0.0,-0.0
E412,***汽车贸易有限公司,0.6712714442446485,0.11710055530489617,0.6946915553056277,D,否,0,0.15,0.895164738662031,0.0,-0.0
E336,***猕猴桃专业合作社,0.6584392556403468,0.19509410546198072,0.697458076732743,D,否,0,0.15,0.895164738662031,0.0,-0.0
E298,***电器维护服务有限公司,0.6762502231033224,0.10678019430611456,0.6976062619645453,D,否,0,0.15,0.895164738662031,0.0,-0.0
E365,***信息技术有限公司,0.6601517359269575,0.19726145094763822,0.6996040261164852,D,否,0,0.15,0.895164738662031,0.0,-0.0
E407,***装饰工程有限公司,0.6716435060350119,0.14996253039918697,0.7016360121148493,D,否,0,0.15,0.895164738662031,0.0,-0.0
E383,***通讯器材经营部,0.6895246747764745,0.18963488008322063,0.7274516507931186,D,否,0,0.15,0.895164738662031,0.0,-0.0
E233,***劳务有限公司,0.7040909336918774,0.16286125719593963,0.7366631851310653,D,否,0,0.15,0.895164738662031,0.0,-0.0
E286,***印务有限公司,0.7229563956885222,0.11058371489065114,0.7450731386666525,D,否,0,0.15,0.895164738662031,0.0,-0.0
E398,***医疗管理咨询有限公司,0.7290737594011918,0.1289581342954295,0.7548653862602777,D,否,0,0.15,0.895164738662031,0.0,-0.0
E192,***建设工程有限公司,0.7310326658931172,0.1403840043039383,0.7591094667539049,D,否,0,0.15,0.895164738662031,0.0,-0.0
E399,***装饰工程有限公司,0.7419201191955473,0.10220350257409934,0.7623608197103672,D,否,0,0.15,0.895164738662031,0.0,-0.0
E349,***营销策划广告有限公司,0.7508346311435143,0.11601491198158825,0.774037613539832,D,否,0,0.15,0.895164738662031,0.0,-0.0
E236,个体经营E236 ,0.7552197696815038,0.11329305443624846,0.7778783805687536,D,否,0,0.15,0.895164738662031,0.0,-0.0
E323,***建筑装饰工程有限公司,0.75848576473712,0.1333452126997268,0.7851548072770654,D,否,0,0.15,0.895164738662031,0.0,-0.0
E331,***广告有限公司,0.7820286164325317,0.07313294127059887,0.7966552046866515,D,否,0,0.15,0.895164738662031,0.0,-0.0
E361,***勘察设计工程有限公司,0.7808199731419744,0.08350160165677595,0.7975202934733295,D,否,0,0.15,0.895164738662031,0.0,-0.0
E249,***建筑工程有限公司,0.7759827769655414,0.11290705912157242,0.7985641887898559,D,否,0,0.15,0.895164738662031,0.0,-0.0
E269,***节能服务有限公司,0.7808205144424349,0.12346402886184898,0.8055133202148047,D,否,0,0.15,0.895164738662031,0.0,-0.0
E291,***文业建设工程有限公司,0.7822181318943608,0.11822534485066559,0.8058632008644939,D,否,0,0.15,0.895164738662031,0.0,-0.0
E386,个体经营E386 ,0.7896267350917203,0.09407573579969528,0.8084418822516594,D,否,0,0.15,0.895164738662031,0.0,-0.0
E360,***建筑劳务有限公司,0.7692998715414852,0.19838236599950682,0.8089763447413865,D,否,0,0.15,0.895164738662031,0.0,-0.0
E369,***网络技术有限公司,0.7994161066881242,0.06790811899952597,0.8129977304880295,D,否,0,0.15,0.895164738662031,0.0,-0.0
E424,***贸易有限公司,0.7875123593595523,0.13839023401192588,0.8151904061619375,D,否,0,0.15,0.895164738662031,0.0,-0.0
E380,***建材有限公司,0.7718189164101322,0.24576638684530572,0.8209721937791934,D,否,0,0.15,0.895164738662031,0.0,-0.0
E342,***裕华机械厂,0.8102417466150251,0.07574019792940706,0.8253897862009065,D,否,0,0.15,0.895164738662031,0.0,-0.0
E376,***建筑装饰设计有限责任公司,0.8227916335092758,0.13752078431372097,0.85029579037202,D,否,0,0.15,0.895164738662031,0.0,-0.0
E384,个体经营E384 ,0.837103041973496,0.0666890691786728,0.8504408558092306,D,否,0,0.15,0.895164738662031,0.0,-0.0
E417,***园林景观工程有限公司,0.830721122768149,0.12122723696327115,0.8549665701608032,D,否,0,0.15,0.895164738662031,0.0,-0.0
E347,***不锈钢材料有限公司,0.8386646597150069,0.08823854196087945,0.8563123681071828,D,否,0,0.15,0.895164738662031,0.0,-0.0
E394,***环保设计研究院（有限合伙）,0.8475927342417208,0.06192304693476238,0.8599773436286733,D,否,0,0.15,0.895164738662031,0.0,-0.0
E408,***空调制冷有限责任公司,0.8492249127450335,0.058842042679990936,0.8609933212810317,D,否,0,0.15,0.895164738662031,0.0,-0.0
E396,***文化传播有限公司,0.852776585829236,0.05921930022867425,0.8646204458749709,D,否,0,0.15,0.895164738662031,0.0,-0.0
E413,***石材工艺品有限公司,0.8482788163788053,0.08946544173045329,0.8661719047248959,D,否,0,0.15,0.895164738662031,0.0,-0.0
E363,***建筑工程设计有限公司,0.8520377473095332,0.08548341199296466,0.8691344297081262,D,否,0,0.15,0.895164738662031,0.0,-0.0
E379,***药业有限公司,0.8573877793678075,0.07109309687857124,0.8716063987435217,D,否,0,0.15,0.895164738662031,0.0,-0.0
E403,***机械有限公司,0.8611635564292881,0.05714903560052598,0.8725933635493933,D,否,0,0.15,0.895164738662031,0.0,-0.0
E377,***文化传播有限公司,0.8661000991231758,0.05585960738956232,0.8772720206010882,D,否,0,0.15,0.895164738662031,0.0,-0.0
E397,***大闸蟹经营部,0.8564164961789619,0.10917243239275028,0.8782509826575119,D,否,0,0.15,0.895164738662031,0.0,-0.0
E406,***招投标代理有限公司,0.866599101325263,0.06372711566566558,0.8793445244583961,D,否,0,0.15,0.895164738662031,0.0,-0.0
E390,***建筑工程有限公司,0.8656716554756549,0.08179318457440336,0.8820302923905357,D,否,0,0.15,0.895164738662031,0.0,-0.0
E395,***网络科技有限公司,0.8773218648310446,0.08137903296876936,0.8935976714247984,D,否,0,0.15,0.895164738662031,0.0,-0.0
E362,***建材有限公司,0.8689374533798533,0.1255585561529186,0.894049164610437,D,否,0,0.15,0.895164738662031,0.0,-0.0
E368,***通信科技有限责任公司,0.9068755704279191,0.05104259198626215,0.9170840888251716,D,否,0,0.15,0.895164738662031,0.0,-0.0
E418,***营销策划有限公司,0.9046382692475688,0.07510183249984763,0.9196586357475384,D,否,0,0.15,0.895164738662031,0.0,-0.0
E371,***自动化科技有限公司,0.9152355842148866,0.05914431563116438,0.9270644473411195,D,否,0,0.15,0.895164738662031,0.0,-0.0
E242,个体经营E242 ,0.9216026804622626,0.12236390426983099,0.9460754613162288,D,否,0,0.15,0.895164738662031,0.0,-0.0
E414,***物流有限责任公司***分公司,0.9397275213315848,0.05671100796281234,0.9510697229241473,D,否,0,0.15,0.895164738662031,0.0,-0.0
E385,***装饰工程有限公司,0.9439088530944858,0.053353030518235256,0.9545794591981328,D,否,0,0.15,0.895164738662031,0.0,-0.0
E425,***商贸有限公司,0.9488611557184718,0.05209102037874927,0.9592793597942217,D,否,0,0.15,0.895164738662031,0.0,-0.0
E405,***职业技能服务有限公司,0.9716934754198929,0.03732757036157479,0.9791589894922079,D,否,0,0.15,0.895164738662031,0.0,-0.0
E404,个体经营E404 ,0.9762218849988406,0.019328017956448718,0.9800874885901303,D,否,0,0.15,0.895164738662031,0.0,-0.0
E401,***遮阳技术发展中心,0.9760594439773458,0.03204654673919091,0.982468753325184,D,否,0,0.15,0.895164738662031,0.0,-0.0
E217,个体经营E217 ,0.9778584016150489,0.040161200077686775,0.9858906416305863,D,否,0,0.15,0.895164738662031,0.0,-0.0
