策略,扰动类型,样本序号,扰动后总成本_元,紧急购电量_kWh,剩余电量_kWh,成本变化率_百分比
问题3_固定价,逐时段独立,78,18084393.162016954,1360323.6534745174,2428862.9206060125,12.202374565057173
问题3_固定价,逐时段独立,79,18112768.804678053,1365600.6925363704,2423912.9698437685,12.378427720828622
问题3_固定价,逐时段独立,80,18087983.636409707,1366062.6416622065,2417433.0337671274,12.224651218139893
问题3_固定价,逐时段独立,81,18142493.343801238,1376910.0420330795,2429699.1348326043,12.56284993741028
问题3_固定价,逐时段独立,82,18059996.75488376,1356919.7898162096,2434642.7743254635,12.051010082617708
问题3_固定价,逐时段独立,83,18122751.97246465,1371440.2141859375,2427698.967692486,12.440367047257904
问题3_固定价,逐时段独立,84,18144714.810007468,1374396.5228634092,2427015.7009088174,12.576632748982775
问题3_固定价,逐时段独立,85,18119296.720037397,1365385.4184395194,2409824.8810297395,12.418929362090015
问题3_固定价,逐时段独立,86,18020222.66784636,1348949.2891390177,2432443.9254534706,11.804236692337366
问题3_固定价,逐时段独立,87,18082518.729753003,1362242.667009363,2436173.1570134275,12.190744882540727
问题3_固定价,逐时段独立,88,18118069.054997176,1365768.3353280965,2421880.3802702236,12.411312466601787
问题3_固定价,逐时段独立,89,18105242.207057983,1360101.6684464633,2421560.760856012,12.331729879336129
问题3_固定价,逐时段独立,90,18073409.11457026,1358273.9223793729,2421782.3683002125,12.13422540490492
问题3_固定价,逐时段独立,91,18083631.64697602,1361118.5826279675,2435394.1786683225,12.197649839428038
问题3_固定价,逐时段独立,92,18120966.665488385,1371446.324947658,2407314.361841159,12.42929033153568
问题3_固定价,逐时段独立,93,18113632.516836856,1370657.9335698509,2424669.3632913604,12.383786515801166
问题3_固定价,逐时段独立,94,18071740.450858586,1357174.1730608544,2433830.84067266,12.123872387851865
问题3_固定价,逐时段独立,95,18170760.693297483,1384859.5370684462,2424362.9666452664,12.738231201670814
问题3_固定价,逐时段独立,96,18163456.537993968,1381209.0573741507,2420669.0330824675,12.692913475944302
问题3_固定价,逐时段独立,97,18076430.803752445,1357044.5116024604,2433936.18127109,12.152973100688857
问题3_固定价,逐时段独立,98,18102866.11756799,1368533.3208924346,2420712.8091287846,12.316987726775764
问题3_固定价,逐时段独立,99,18097440.339525588,1364605.4418082386,2435496.990667199,12.283324159811349
问题3_固定价,逐时段独立,100,18077584.440250203,1362166.089712997,2428459.5829887623,12.160130695266336
问题3_固定价,一小时相关块,1,18043524.93586661,1351141.3020781258,2456177.6688703755,11.948812724344604
问题3_固定价,一小时相关块,2,18026765.446544893,1348576.4178375988,2418825.070230176,11.84483055134342
问题3_固定价,一小时相关块,3,18120238.1468815,1365887.025215026,2454492.085048209,12.424770328189405
问题3_固定价,一小时相关块,4,18121151.137986846,1367222.259507095,2412916.088033124,12.430434868274286
问题3_固定价,一小时相关块,5,18076411.437666453,1363513.2678207746,2372599.1219832697,12.152852946210091
问题3_固定价,一小时相关块,6,17976127.087938044,1343812.2378833126,2410125.38286318,11.530651135486725
问题3_固定价,一小时相关块,7,18003758.35529308,1335914.4224602517,2447104.1786976513,11.702085906988424
问题3_固定价,一小时相关块,8,18112235.66270992,1371695.7421639352,2424967.5271057896,12.37511990760709
问题3_固定价,一小时相关块,9,18136643.02810508,1372003.493589947,2442567.7362391986,12.526552379223865
问题3_固定价,一小时相关块,10,18166320.847865175,1378516.5503532304,2415994.06472311,12.710684731311318
问题3_固定价,一小时相关块,11,18095852.38478584,1369477.5599530872,2418440.697750684,12.273471891565158
问题3_固定价,一小时相关块,12,18242715.54179903,1398346.2594659347,2401031.6159544173,13.184666135429035
问题3_固定价,一小时相关块,13,18099410.63651356,1368867.67891577,2442869.9987747897,12.295548623118924
问题3_固定价,一小时相关块,14,18111910.515568353,1368392.2252041288,2452286.2966891266,12.373102572491668
问题3_固定价,一小时相关块,15,18015277.227098018,1346160.290118763,2444860.306420126,11.773553318542973
问题3_固定价,一小时相关块,16,18023475.934726946,1357958.5747844388,2426550.5411392674,11.824421183230992
问题3_固定价,一小时相关块,17,18205380.43645642,1396599.48540939,2415272.039600434,12.953025104593884
问题3_固定价,一小时相关块,18,18094226.539904527,1368272.1209574705,2443993.6368070785,12.263384538634735
问题3_固定价,一小时相关块,19,18020077.548011437,1341170.2936073523,2421739.5573479296,11.803336314319202
问题3_固定价,一小时相关块,20,18154292.57959086,1374143.9347599011,2439122.4709420335,12.636056832537346
问题3_固定价,一小时相关块,21,18206316.82511819,1388415.1066203942,2424935.78988737,12.958834811915843
问题3_固定价,一小时相关块,22,18092002.512401674,1360276.5774313393,2454927.9551767944,12.24958583581499
问题3_固定价,一小时相关块,23,18104525.484352805,1365388.1609716644,2397852.412882835,12.3272830621991
问题3_固定价,一小时相关块,24,18068750.124100327,1357136.2592296842,2398998.3209297713,12.105319276337646
问题3_固定价,一小时相关块,25,18210579.45118832,1384199.8516277338,2433533.118079966,12.985281746721245
问题3_固定价,一小时相关块,26,18052130.883229665,1356501.6009895573,2398231.865157537,12.002207257457552
问题3_固定价,一小时相关块,27,18031702.488334574,1351000.4639131795,2416809.05405808,11.875461814840428
问题3_固定价,一小时相关块,28,18271526.6367835,1397993.9270210955,2415781.262264084,13.363421001136455
问题3_固定价,一小时相关块,29,18001656.204870544,1343177.1848310777,2466951.197536723,11.689043375398423
问题3_固定价,一小时相关块,30,18061865.178997763,1354999.0860713397,2411811.055787269,12.062602488312923
问题3_固定价,一小时相关块,31,18100523.77762746,1359649.0218378117,2439269.528120418,12.302454969109444
问题3_固定价,一小时相关块,32,18182843.367096573,1389785.3091746925,2411281.727332403,12.813196652775915
问题3_固定价,一小时相关块,33,18003819.18775165,1341865.978556884,2437977.7591819954,11.702463334433233
问题3_固定价,一小时相关块,34,18177857.50327104,1385778.9478917473,2409116.2385864253,12.78226247901233
问题3_固定价,一小时相关块,35,18210706.28402496,1397968.8437715655,2443919.1556809526,12.986068665326522
问题3_固定价,一小时相关块,36,18032220.489542656,1340837.7213684008,2446137.2593799,11.878675689093976
问题3_固定价,一小时相关块,37,18155920.58815673,1383964.2890803092,2411952.523546472,12.646157609780273
问题3_固定价,一小时相关块,38,17958802.35314808,1339152.041475452,2418444.4587903786,11.423161967078999
问题3_固定价,一小时相关块,39,18091797.543024387,1354194.1088037838,2393155.099882736,12.248314128733728
问题3_固定价,一小时相关块,40,18047284.495593444,1352528.1013196316,2420803.13560683,11.972138446412849
问题3_固定价,一小时相关块,41,18042015.6401672,1353443.1173784593,2426612.931361914,11.939448486358994
问题3_固定价,一小时相关块,42,18115239.852939993,1372216.5091481851,2398574.360792945,12.393759033312858
问题3_固定价,一小时相关块,43,18240065.419243187,1395620.9066660341,2410319.323540778,13.168223778696886
问题3_固定价,一小时相关块,44,18147133.344921708,1375294.6695275488,2388819.057352894,12.59163824891385
问题3_固定价,一小时相关块,45,18112737.079351135,1370029.8826511516,2387993.5125481193,12.378230884972297
问题3_固定价,一小时相关块,46,18219716.865016267,1388503.0724988414,2419143.0852746945,13.04197369760367
问题3_固定价,一小时相关块,47,18051959.656117156,1368232.8901652063,2395261.888076658,12.001144900073403
问题3_固定价,一小时相关块,48,18142305.80001866,1372613.605157438,2435552.4433948407,12.561686345270262
问题3_固定价,一小时相关块,49,18051939.90326596,1355651.714339291,2403563.927991884,12.001022345957901
问题3_固定价,一小时相关块,50,17887328.160099,1319240.075989411,2434582.0191885484,10.979709200465182
问题3_固定价,一小时相关块,51,18102795.428506568,1371715.6360352424,2396903.0824391656,12.316549145260947
问题3_固定价,一小时相关块,52,18105098.752165582,1364998.6128474134,2439476.579539064,12.330839831247363
问题3_固定价,一小时相关块,53,18158331.600236192,1380785.0391177624,2398709.4825019827,12.661116435215947
问题3_固定价,一小时相关块,54,18114699.024218928,1359544.050758971,2420511.9461876517,12.390403528586047
问题3_固定价,一小时相关块,55,18018315.248811886,1352391.5991554707,2429285.8987281052,11.792402347494214
问题3_固定价,一小时相关块,56,18087188.41548481,1354211.7418591692,2443576.3632967807,12.219717368533868
问题3_固定价,一小时相关块,57,18051554.66808418,1354557.801881252,2460954.8354262626,11.998632202049041
问题3_固定价,一小时相关块,58,18116609.62537174,1370087.3775574737,2422669.3101563994,12.402257616487788
问题3_固定价,一小时相关块,59,18156356.627023242,1374091.2056988715,2429630.367995875,12.648862958850437
问题3_固定价,一小时相关块,60,18122058.498791553,1363280.3626403776,2421935.0131854997,12.436064475857101
问题3_固定价,一小时相关块,61,17950439.247124515,1333612.8467174352,2428448.859609566,11.37127411293999
问题3_固定价,一小时相关块,62,18163709.760631207,1380306.1690381556,2424673.392885028,12.694484564392639
问题3_固定价,一小时相关块,63,18215182.912342172,1383087.9568880629,2419781.1577023584,13.013843350533616
问题3_固定价,一小时相关块,64,18164404.449429907,1378464.8748050518,2456999.007252316,12.698794674889546
问题3_固定价,一小时相关块,65,18058525.6950224,1349879.6342714904,2435678.0132239126,12.041883074147307
问题3_固定价,一小时相关块,66,18137352.198579267,1367622.5620836709,2431838.587666587,12.53095233948034
问题3_固定价,一小时相关块,67,18116595.975415297,1371482.2065545642,2446020.281119449,12.402172927025902
问题3_固定价,一小时相关块,68,18057622.016904987,1359409.0856882234,2411328.5637289807,12.036276315341077
问题3_固定价,一小时相关块,69,18018920.26650043,1339545.1074733254,2438360.188989326,11.796156104709077
问题3_固定价,一小时相关块,70,18160723.580998544,1376099.56965364,2453624.777621117,12.675957183204844
问题3_固定价,一小时相关块,71,18039236.02061434,1353636.072562945,2434534.4875431308,11.922202681568962
问题3_固定价,一小时相关块,72,18108051.95670244,1356101.5736024173,2419374.3170593283,12.349162622542798
问题3_固定价,一小时相关块,73,18090137.446402587,1362672.6714410926,2424884.3288151426,12.238014265127317
问题3_固定价,一小时相关块,74,18166155.485510617,1373351.1010159657,2394876.9010165017,12.709658761090537
问题3_固定价,一小时相关块,75,18085188.419001326,1366662.2476798382,2417913.689400222,12.207308638389701
问题3_固定价,一小时相关块,76,18141095.07998672,1370987.0787073874,2409039.8080799705,12.554174582984402
问题3_固定价,一小时相关块,77,18209716.322108176,1389012.909883882,2425624.6537065892,12.979926569387935
问题3_固定价,一小时相关块,78,18102427.403103136,1360291.7281510266,2452816.3727764986,12.314265777287513
问题3_固定价,一小时相关块,79,18066218.86014811,1363154.7501182272,2401168.0663968883,12.08961436307099
问题3_固定价,一小时相关块,80,18029454.411710314,1348431.2029489912,2423477.304003963,11.86151390222947
问题3_固定价,一小时相关块,81,18155644.88832387,1381331.8102142012,2420718.0596944652,12.644447064359298
问题3_固定价,一小时相关块,82,18081009.899132226,1350173.4343140868,2408703.1791780116,12.181383530077806
问题3_固定价,一小时相关块,83,18034285.073768936,1345278.286817168,2460566.4097561706,11.89148514587821
问题3_固定价,一小时相关块,84,18146131.46302764,1371605.9137437292,2414990.3104023514,12.58542219695451
问题3_固定价,一小时相关块,85,18135107.051591985,1371505.4935318185,2431790.4524121126,12.517022603438676
问题3_固定价,一小时相关块,86,18056763.618177183,1357084.7146717147,2445039.769018828,12.0309504868922
问题3_固定价,一小时相关块,87,18039367.086186443,1353022.401640423,2435467.1328036836,11.923015861656449
问题3_固定价,一小时相关块,88,18188961.603012387,1389343.5877621835,2408878.8916542633,12.851156488737981
问题3_固定价,一小时相关块,89,18203578.469894655,1385893.7734783744,2392901.62695576,12.941845026539545
问题3_固定价,一小时相关块,90,18188388.538877845,1387282.9790193548,2443973.499090687,12.847600983386066
问题3_固定价,一小时相关块,91,18147629.96972181,1370271.5666972073,2434085.627163434,12.594719495895145
问题3_固定价,一小时相关块,92,18135785.1292509,1374395.782684431,2423058.1328695826,12.521229652178878
问题3_固定价,一小时相关块,93,18064608.318862632,1358102.8868932994,2416745.9325024183,12.079621959402974
问题3_固定价,一小时相关块,94,18111132.196989764,1359639.7493350739,2430304.1602485413,12.368273591397095
问题3_固定价,一小时相关块,95,18101044.812039994,1365113.1897855294,2405916.3221450225,12.30568766250384
问题3_固定价,一小时相关块,96,18162795.901211865,1368651.4310636246,2430232.037826944,12.688814636961276
问题3_固定价,一小时相关块,97,18118918.352082472,1373551.5066732892,2431139.546553647,12.41658182503851
问题3_固定价,一小时相关块,98,18093534.172580414,1362498.3094610346,2401875.8896664833,12.259088831439001
问题3_固定价,一小时相关块,99,18175013.931751445,1381224.9699210632,2385794.054144785,12.764619892175965
问题3_固定价,一小时相关块,100,18036176.827140827,1348969.289071676,2436749.460830293,11.903222295060711
问题4-2_波动价,逐时段独立,1,19019333.270269696,1061057.6728267053,4554454.209354262,5.350125863144628
问题4-2_波动价,逐时段独立,2,19038274.831280053,1066630.41934436,4540285.738277566,5.455045200122899
问题4-2_波动价,逐时段独立,3,19027290.852279466,1065680.1395055512,4563336.428880474,5.394203762952299
问题4-2_波动价,逐时段独立,4,19026371.602730297,1063090.4018532247,4541833.150780573,5.389111941155589
问题4-2_波动价,逐时段独立,5,19020138.044666097,1063450.4716588566,4559705.205950937,5.35458359479839
问题4-2_波动价,逐时段独立,6,18981953.37024148,1057534.2193910328,4564384.016242397,5.143074589750118
问题4-2_波动价,逐时段独立,7,19103369.287529882,1080617.1057977576,4556563.484660166,5.815610371438984
问题4-2_波动价,逐时段独立,8,19040424.357463572,1066575.5214390596,4565427.634560486,5.466951656083374
问题4-2_波动价,逐时段独立,9,19008815.484232318,1058921.9024505692,4563015.884411552,5.291866718773286
问题4-2_波动价,逐时段独立,10,19026257.471568458,1066623.964568534,4548704.375643162,5.388479756415254
问题4-2_波动价,逐时段独立,11,19005457.073349897,1058642.837227272,4558499.999423679,5.273264120872745
问题4-2_波动价,逐时段独立,12,19063384.97359674,1066609.37097803,4573105.696887676,5.594132970231014
问题4-2_波动价,逐时段独立,13,19004120.100765787,1060271.6107487753,4559577.823578916,5.265858486405439
问题4-2_波动价,逐时段独立,14,19019485.834013566,1062619.2935110072,4546938.8559392365,5.350970930076815
问题4-2_波动价,逐时段独立,15,18989235.30328784,1055514.6092929759,4558625.300269591,5.18340999751965
问题4-2_波动价,逐时段独立,16,19036106.878219023,1067033.1644908641,4570616.526399691,5.443036675712554
问题4-2_波动价,逐时段独立,17,19013692.174222518,1060936.0366192642,4540183.906083429,5.318879227411855
问题4-2_波动价,逐时段独立,18,18973686.05273599,1055001.6007035566,4572529.0265521435,5.097281031827894
问题4-2_波动价,逐时段独立,19,19044073.483856387,1067806.6829636027,4542788.489014225,5.487164558360802
问题4-2_波动价,逐时段独立,20,19021826.422286846,1063171.9199225092,4577430.400632999,5.363935699434386
问题4-2_波动价,逐时段独立,21,19065141.328857508,1069287.5107963774,4572779.271463554,5.603861610302285
问题4-2_波动价,逐时段独立,22,19032758.51495313,1063846.4613419191,4570349.200471043,5.42448973263705
问题4-2_波动价,逐时段独立,23,19016263.74063167,1059404.2651392673,4545828.22462439,5.333123409424978
问题4-2_波动价,逐时段独立,24,19074349.770181675,1076100.987015105,4546110.016102752,5.654868153944959
问题4-2_波动价,逐时段独立,25,18975762.169612024,1053979.6092800885,4552096.570270047,5.108780865764695
问题4-2_波动价,逐时段独立,26,19029681.42130288,1064374.4954497255,4572853.743065283,5.40744538104283
问题4-2_波动价,逐时段独立,27,19027476.902055487,1065738.3532179534,4555062.125065721,5.39523431260629
问题4-2_波动价,逐时段独立,28,19047988.622714184,1062337.2499387525,4569632.768866621,5.5088509321983725
问题4-2_波动价,逐时段独立,29,18992387.7245538,1055775.7157833963,4580361.32487064,5.200871596852452
问题4-2_波动价,逐时段独立,30,19015298.83037828,1061397.7944142024,4565783.653649403,5.327778668092731
问题4-2_波动价,逐时段独立,31,19006027.66877987,1058907.5206821554,4572313.764490396,5.276424710127392
问题4-2_波动价,逐时段独立,32,19082897.808226198,1074014.7242790493,4560355.682942341,5.702216653026215
问题4-2_波动价,逐时段独立,33,19015274.45146071,1062180.3269542274,4561260.416864311,5.327643630654899
问题4-2_波动价,逐时段独立,34,19044172.96832712,1064523.1836310606,4570361.2180187,5.487715613508959
问题4-2_波动价,逐时段独立,35,19072880.077452764,1074383.0907664513,4551766.840134139,5.646727368367954
问题4-2_波动价,逐时段独立,36,19045914.517687734,1065330.4229120843,4567041.10279582,5.4973622421120805
问题4-2_波动价,逐时段独立,37,19066020.851713486,1072359.3649602912,4544791.551311194,5.6087333816867035
问题4-2_波动价,逐时段独立,38,19057243.22897345,1071478.1140496403,4558756.306928901,5.560113188365445
问题4-2_波动价,逐时段独立,39,19008901.36701245,1061604.8650324265,4561916.810121985,5.292342432699093
问题4-2_波动价,逐时段独立,40,19046417.3018553,1066667.2293828628,4577104.117088921,5.500147217514861
问题4-2_波动价,逐时段独立,41,19025236.955953136,1063492.9474758955,4571652.908511002,5.382827011022373
问题4-2_波动价,逐时段独立,42,18978234.957503382,1052622.619006941,4567429.505149342,5.122477902978639
问题4-2_波动价,逐时段独立,43,19040419.746021587,1067221.9932382475,4580094.139175772,5.466926112811876
问题4-2_波动价,逐时段独立,44,19074011.557613183,1076717.65621973,4576763.747374768,5.652994758271568
问题4-2_波动价,逐时段独立,45,19079605.170829494,1074036.1067983992,4563957.325245713,5.683978381513999
问题4-2_波动价,逐时段独立,46,18997067.58300525,1056658.0726600473,4544771.5088196155,5.226793834497467
问题4-2_波动价,逐时段独立,47,19012486.425281823,1060003.8520215785,4572036.3794209985,5.312200454772653
问题4-2_波动价,逐时段独立,48,19040299.69892762,1068562.9750196962,4563304.318529557,5.466261159089281
问题4-2_波动价,逐时段独立,49,19031515.99792904,1067228.8985740314,4564918.735839357,5.4176072976423795
问题4-2_波动价,逐时段独立,50,19014333.764843494,1060508.0477394436,4574384.7162065,5.3224330666401976
问题4-2_波动价,逐时段独立,51,19085109.315318022,1077753.138103112,4558267.222037649,5.714466427882159
问题4-2_波动价,逐时段独立,52,19042597.062410407,1067317.884667091,4569770.748742871,5.478986501698624
问题4-2_波动价,逐时段独立,53,19056728.518427864,1068003.3226556259,4547609.103844658,5.557262151476294
问题4-2_波动价,逐时段独立,54,18979705.70582554,1057687.9571228216,4553443.330897077,5.130624535599826
问题4-2_波动价,逐时段独立,55,18999174.9938648,1057365.506533698,4585816.779569347,5.238467009163705
问题4-2_波动价,逐时段独立,56,19012279.28624751,1061134.3100066562,4553066.944308462,5.311053089456208
问题4-2_波动价,逐时段独立,57,19050400.15304509,1066829.4975320012,4576423.074173098,5.522208657218153
问题4-2_波动价,逐时段独立,58,19006734.969261743,1058708.1954037976,4559341.000198101,5.280342523319348
问题4-2_波动价,逐时段独立,59,19023406.417057667,1062472.3313151833,4560969.45472022,5.3726874598459595
问题4-2_波动价,逐时段独立,60,19023501.690610085,1063548.4130904688,4560374.719137571,5.373215190266145
问题4-2_波动价,逐时段独立,61,18998929.496993866,1059005.0591011923,4571524.38682455,5.237107175678246
问题4-2_波动价,逐时段独立,62,19023233.76058668,1060777.6667108203,4560791.499621572,5.371731097144328
问题4-2_波动价,逐时段独立,63,19007414.78652665,1058039.2855472236,4562551.497949665,5.284108104026308
问题4-2_波动价,逐时段独立,64,19028897.08057471,1064350.0433346839,4571070.139213688,5.403100833667884
问题4-2_波动价,逐时段独立,65,19047726.043307345,1072644.3941876828,4561488.479278464,5.507396476715298
问题4-2_波动价,逐时段独立,66,19076985.671932343,1072100.4898632932,4574544.86868289,5.669468696311486
问题4-2_波动价,逐时段独立,67,19012272.13490837,1060993.1961924827,4567955.270452336,5.3110134774220885
问题4-2_波动价,逐时段独立,68,19055580.11197926,1070382.9587942534,4570186.929978326,5.550901005047915
问题4-2_波动价,逐时段独立,69,19019127.403549246,1059005.7866144693,4562461.010010246,5.348985545311091
问题4-2_波动价,逐时段独立,70,19001844.746798694,1058845.0852666062,4567978.584768932,5.253255056862982
问题4-2_波动价,逐时段独立,71,18969967.777585585,1053555.6107872562,4563232.996803249,5.07668510716941
问题4-2_波动价,逐时段独立,72,19009027.5067141,1060361.5139427404,4557945.7706802115,5.293041134028753
问题4-2_波动价,逐时段独立,73,19055851.28851019,1069421.5649085345,4540187.434299312,5.552403080922952
问题4-2_波动价,逐时段独立,74,19029151.28231052,1064727.692906912,4557668.6336789,5.404508884333059
问题4-2_波动价,逐时段独立,75,19006341.071815226,1060803.623469709,4569779.162989189,5.278160683137156
问题4-2_波动价,逐时段独立,76,18985491.46303298,1054087.5159723635,4560895.940005787,5.16267246500699
问题4-2_波动价,逐时段独立,77,19017926.05208087,1057999.2735838434,4557940.8316272795,5.34233113074245
问题4-2_波动价,逐时段独立,78,19035328.842501324,1066321.6875854083,4554079.37341512,5.438727052466508
问题4-2_波动价,逐时段独立,79,19070973.182794172,1071262.5729375614,4564562.513821332,5.636164874434235
问题4-2_波动价,逐时段独立,80,19050932.670966156,1070373.8587414054,4554504.418786068,5.5251583310690355
问题4-2_波动价,逐时段独立,81,19042481.795559138,1069683.4789507955,4553571.704129487,5.4783480262527995
问题4-2_波动价,逐时段独立,82,19063004.098723184,1073788.3770422833,4554736.88916221,5.592023263476453
问题4-2_波动价,逐时段独立,83,19040943.83301992,1067025.830890467,4549804.211662572,5.469829086877942
问题4-2_波动价,逐时段独立,84,19077178.15310109,1074057.6263775728,4560408.416647418,5.670534870139221
问题4-2_波动价,逐时段独立,85,18991468.826272123,1056502.4989144276,4566563.675612512,5.195781720764026
问题4-2_波动价,逐时段独立,86,19065207.598447237,1073622.0546873335,4562929.870100886,5.6042286846639255
问题4-2_波动价,逐时段独立,87,19041821.80688714,1067856.0631220043,4555119.8379202215,5.474692278247573
问题4-2_波动价,逐时段独立,88,19060595.824223958,1072399.8202363104,4561735.7351128915,5.578683572857379
问题4-2_波动价,逐时段独立,89,18990602.11505335,1060606.3225432904,4554596.764080141,5.1909809144114805
问题4-2_波动价,逐时段独立,90,19073710.89174678,1070151.890235655,4591508.900766583,5.651329337806099
问题4-2_波动价,逐时段独立,91,19060679.8401466,1068625.8356366048,4581530.649141608,5.579148946059442
问题4-2_波动价,逐时段独立,92,19049915.430213585,1068071.1270445022,4580943.307908408,5.519523725491982
问题4-2_波动价,逐时段独立,93,19070479.622511942,1072454.4196590772,4567201.523972719,5.633430991121124
问题4-2_波动价,逐时段独立,94,19017481.555545118,1063447.154825056,4559223.329049763,5.3398690167807406
问题4-2_波动价,逐时段独立,95,19004725.074472807,1058024.7612041063,4552076.554160833,5.2692095006220185
问题4-2_波动价,逐时段独立,96,19033237.04990488,1065879.228264138,4568541.041026702,5.427140389033913
问题4-2_波动价,逐时段独立,97,19016592.06448529,1061650.5845356402,4566763.625443494,5.334942030446599
问题4-2_波动价,逐时段独立,98,19026697.62335456,1065084.5854186001,4573046.0802655155,5.39091780434291
问题4-2_波动价,逐时段独立,99,19026453.030292757,1063032.0120261917,4562496.226749349,5.389562977153117
问题4-2_波动价,逐时段独立,100,19056942.289556794,1070641.6099993135,4571162.11272501,5.558446252675786
问题4-2_波动价,一小时相关块,1,19012497.044115312,1059228.720992192,4547219.17201405,5.3122592736296825
问题4-2_波动价,一小时相关块,2,19112190.226738162,1078004.384492882,4566059.569422973,5.864470499321395
问题4-2_波动价,一小时相关块,3,19117008.371235568,1088320.078704039,4554741.540302405,5.891158718199296
问题4-2_波动价,一小时相关块,4,19002721.30170969,1054860.0241215643,4586464.832286248,5.258110388481962
问题4-2_波动价,一小时相关块,5,19052382.128770195,1074585.5593729154,4559998.403167234,5.533187033227982
问题4-2_波动价,一小时相关块,6,19089486.78090456,1071232.8056459622,4547006.17691377,5.738713679031826
问题4-2_波动价,一小时相关块,7,19037261.065127715,1061657.5394032253,4587542.610609984,5.449429840729025
问题4-2_波动价,一小时相关块,8,18992083.64638155,1055461.7713400275,4544097.854214277,5.199187275259054
问题4-2_波动价,一小时相关块,9,19029262.782348078,1063204.450982667,4551938.446972153,5.405126494993939
问题4-2_波动价,一小时相关块,10,19044354.983070612,1073456.479837599,4543853.2938970905,5.488723812685192
问题4-2_波动价,一小时相关块,11,19014666.02760209,1060174.7351922868,4589426.872642047,5.324273505678745
问题4-2_波动价,一小时相关块,12,18972717.878733948,1058733.6889391327,4595176.652573824,5.091918212241997
问题4-2_波动价,一小时相关块,13,19006427.49678291,1060499.804996344,4566113.85201002,5.278639400297935
问题4-2_波动价,一小时相关块,14,18955100.195887886,1045808.6412127978,4584905.161789758,4.994331978335942
问题4-2_波动价,一小时相关块,15,18998507.9513358,1055907.8874821719,4556011.365591184,5.234772189088366
问题4-2_波动价,一小时相关块,16,19072952.21089705,1069505.3694944642,4579916.304620759,5.64712692324858
问题4-2_波动价,一小时相关块,17,19194155.308444493,1096677.469671563,4556828.366689373,6.31848387357794
问题4-2_波动价,一小时相关块,18,18968496.29066669,1054674.10034263,4549017.522655562,5.068534383381729
问题4-2_波动价,一小时相关块,19,19082329.758352872,1073455.3618514796,4594702.618032036,5.6990701638827135
问题4-2_波动价,一小时相关块,20,19062410.358078297,1068819.8293800538,4542007.23812148,5.588734470395229
问题4-2_波动价,一小时相关块,21,19083919.229694486,1068639.9618778136,4514905.779349734,5.707874416035796
问题4-2_波动价,一小时相关块,22,19225904.690743692,1103611.7560467683,4576207.119143075,6.494347105678
问题4-2_波动价,一小时相关块,23,18982595.63329376,1061978.66141544,4492903.4409515485,5.146632153647501
问题4-2_波动价,一小时相关块,24,19014090.00760719,1065892.4071147863,4566183.5336694345,5.321082869177451
问题4-2_波动价,一小时相关块,25,18906479.788787335,1033362.7591394435,4510249.192752931,4.725018331281494
问题4-2_波动价,一小时相关块,26,19023589.535487488,1075587.0098200093,4577179.199550699,5.373701772459083
问题4-2_波动价,一小时相关块,27,19078994.082931153,1077505.7781161568,4556624.829555591,5.680593500136255
问题4-2_波动价,一小时相关块,28,18873925.029454563,1036804.4472695296,4581091.818808465,4.544694029455787
问题4-2_波动价,一小时相关块,29,19018887.26233187,1063817.3557502835,4565470.986785938,5.347655377364813
问题4-2_波动价,一小时相关块,30,18974951.158350814,1042787.7777061209,4564048.694349555,5.104288587448158
问题4-2_波动价,一小时相关块,31,18993141.383337945,1059020.3677107305,4597316.148959633,5.205046193650298
问题4-2_波动价,一小时相关块,32,19026457.64272424,1053585.5170368184,4623045.214893542,5.389588525905542
问题4-2_波动价,一小时相关块,33,18936954.829156112,1040986.5543606116,4552406.896747289,4.893822846819051
问题4-2_波动价,一小时相关块,34,18898674.690764014,1043396.8085201215,4541961.280853458,4.681785056621113
问题4-2_波动价,一小时相关块,35,19031042.248429157,1070326.9158559903,4573397.506051999,5.414983148376407
问题4-2_波动价,一小时相关块,36,19085824.164578147,1071576.2053632038,4584483.644992181,5.718426054566073
问题4-2_波动价,一小时相关块,37,19056838.578660596,1071699.8085271108,4560543.126909857,5.557871786903901
问题4-2_波动价,一小时相关块,38,18999848.391566128,1058208.7107620863,4579258.965131067,5.24219703121982
问题4-2_波动价,一小时相关块,39,19060912.38871081,1065228.2087573428,4558514.121769801,5.580437057485899
问题4-2_波动价,一小时相关块,40,19099312.989869192,1081866.3307015016,4553515.771208504,5.793142103859927
问题4-2_波动价,一小时相关块,41,19085132.59118542,1077219.711263421,4541071.124372927,5.71459535540686
问题4-2_波动价,一小时相关块,42,18948276.629426327,1049357.1691548713,4559004.030139321,4.9565355122166865
问题4-2_波动价,一小时相关块,43,19003747.130824234,1053955.3776696094,4569504.872268736,5.2637925659166696
问题4-2_波动价,一小时相关块,44,19003060.70759587,1056134.731240834,4579551.7015121635,5.259990394069947
问题4-2_波动价,一小时相关块,45,19103913.927075073,1076990.399875687,4514883.5523966625,5.818627188265357
问题4-2_波动价,一小时相关块,46,19070725.733779557,1074708.46178481,4542992.351438328,5.634794227815654
问题4-2_波动价,一小时相关块,47,19020450.960922096,1060526.0702396499,4555776.748442171,5.356316871485101
问题4-2_波动价,一小时相关块,48,19261444.766022645,1112098.7570429444,4552569.038788894,6.6912073925565085
